id,popularity,vote_average,vote_count
47480,17,7,418
47481,47,7.2,987
47482,11,5.7,112
47483,42,8,1076
47484,63,7.8,2655
47485,1,6.3,15
47486,22,5.7,722
47487,5,7.4,54
47488,11,7.3,453
47489,6,6.9,49
47490,21,5.7,361
47491,7,6.9,156
47492,54,6,2428
47493,41,6.7,1573
47494,0,5,1
47495,16,7.6,165
47496,24,6.2,361
47497,11,5.3,106
47498,9,5.9,137
47499,11,5.7,216
47500,23,7.7,542
47501,1,4.7,25
47502,3,6.7,86
47503,22,8.1,483
47504,10,4.2,193
47505,7,6.4,120
47506,1,6.4,28
47507,14,6.6,367
47508,0,7,11
47509,2,5.3,36
47510,6,7.3,41
47511,13,7.6,155
47512,0,4.5,4
47513,5,7.3,82
47514,0,3.7,10
47515,23,7.4,568
47516,4,3.8,46
47517,5,6.3,94
47518,0,5,3
47519,1,5.8,19
47520,2,6.8,34
47521,3,6.5,59
47522,2,3.1,11
47523,3,5.7,35
47524,5,6,57
47525,23,7.4,798
47526,3,5.2,38
47527,5,5.4,39
47528,13,7.6,234
47529,6,6.4,25
47530,4,5.9,90
47531,3,6.6,94
47532,15,7.2,345
47533,2,6.9,94
47534,10,7.4,194
47535,1,6.1,4
47536,15,5.1,366
47538,3,6.5,37
47539,16,5.7,211
47540,1,5.2,17
47541,4,6.5,95
47542,1,5.8,12
47543,12,6.9,250
47544,3,5.6,67
47545,2,4,21
47546,20,5.3,444
47547,0,3.7,3
47548,1,5.2,34
47549,3,6.7,59
47550,0,6.3,2
47551,2,3.9,37
47552,0,5.8,5
47553,11,5.7,197
47554,9,6.1,15
47555,12,4.9,148
47556,0,3,5
47557,0,0,0
47558,2,5.4,32
47559,2,5.2,18
47560,12,5.3,171
47561,1,2.9,28
47562,9,5.8,136
47563,5,7.1,95
47564,0,0,0
47565,1,4.8,14
47566,1,4.6,16
47567,1,2.8,10
47568,0,6,1
47569,1,6.1,5
47570,1,6.3,22
47571,5,7.6,126
47572,3,7.3,25
47573,5,4.9,54
47575,3,4.1,52
47576,1,6.6,36
47577,4,6.6,271
47578,1,6.1,34
47579,0,4.3,12
47580,6,6.9,99
47581,39,8,808
47582,9,5.3,192
47583,67,7.4,1642
47584,36,7.7,854
47585,15,5.4,190
47586,2,7.6,44
47587,0,6.5,19
47588,11,7,59
47589,0,9.5,2
47590,1,4.9,10
47591,1,6,30
47592,0,7,3
47593,0,6,8
47594,22,7.2,609
47595,14,5.9,237
47596,13,7.1,260
47597,11,7.1,61
47598,1,5.3,22
47599,0,7.6,23
47600,19,7,308
47602,3,5.2,38
47603,36,7.8,727
47604,0,7.1,47
47605,18,5.4,516
47606,0,4.6,19
47607,14,6.8,225
47608,12,5,229
47609,18,6.3,264
47610,6,7.5,66
47611,9,7.1,95
47612,10,7.1,212
47613,30,7.1,618
47614,23,7.7,959
47615,0,6.9,8
47616,5,6.7,22
47617,2,6.8,32
47618,0,5.2,15
47619,23,6.8,450
47620,7,7.2,77
47621,25,6.8,1048
47622,9,7.2,197
47623,0,7,3
47624,0,7,1
47625,0,7.1,7
47626,0,5.5,6
47627,3,6.1,50
47628,5,6.1,61
47629,4,6,40
47630,12,6.6,441
47631,0,5,15
47632,4,4.9,63
47633,3,4.8,40
47634,4,7,11
47635,1,4.8,21
47636,27,6.3,664
47637,1,4.5,19
47638,8,7.4,363
47639,8,3.1,47
47640,0,7,4
47641,0,4.6,5
47642,0,10,1
47643,1,6.9,18
47644,0,4.7,6
47645,5,5.6,88
47646,6,6.7,93
47647,32,7.2,808
47648,0,0,0
47649,14,5.7,254
47650,12,5.1,196
47651,2,6.2,11
47652,2,6.6,48
47653,1,5.7,5
47654,0,5.8,4
47655,2,5.6,19
47656,0,3.5,5
47657,2,5.4,12
47658,2,5.7,59
47659,8,7.6,143
47660,6,6.7,125
47661,2,7,51
47662,0,0,0
47663,31,7.1,934
47664,0,4.5,4
47666,2,5.1,36
47667,0,4.1,15
47668,41,6.9,760
47669,1,5.3,39
47670,10,7,200
47671,100,6.6,1832
47672,13,6.6,215
47673,22,8,657
47674,37,7.3,957
47676,15,7.2,353
47677,11,5.2,125
47678,34,7.9,958
47679,5,6.8,77
47680,17,7.6,240
47681,1,6.5,8
47682,13,7.3,231
47683,2,6.6,24
47684,7,7.1,120
47685,14,7.6,718
47686,23,7.6,521
47687,20,6.7,339
47688,5,6.8,47
47689,20,6.8,565
47690,14,7.6,138
47691,0,4.8,6
47692,9,7,107
47693,16,7.7,286
47694,28,6.3,658
47695,18,7.2,298
47696,12,6.3,197
47697,6,5.6,92
47698,1,4.8,26
47699,7,5.9,58
47700,14,6.3,140
47701,14,7.8,291
47703,2,7.2,23
47704,18,6.8,279
47705,3,7.6,31
47706,4,6.5,77
47707,3,6.8,31
47708,1,7.1,19
47709,1,5.6,13
47710,3,4.6,19
47711,5,6.3,86
47712,6,6.1,23
47713,7,5.2,210
47714,1,5.8,36
47716,3,7.1,52
47717,2,5.9,18
47718,0,6.3,10
47719,5,5.2,32
47721,0,5,1
47722,2,5.6,13
47723,5,5.5,143
47724,1,6.4,9
47725,7,5.9,88
47726,5,6.1,96
47727,4,6.3,41
47728,6,6,333
47729,20,6.7,406
47730,5,5.4,40
47731,6,5.3,124
47732,1,6.8,16
47733,4,6.9,18
47734,13,6.1,381
47735,7,5.5,92
47736,9,5.2,84
47737,0,0,0
47738,5,6.7,165
47739,0,3.5,2
47740,0,5.8,2
47741,8,7.2,102
47742,4,4.4,27
47743,3,5.6,37
47744,5,5.7,50
47745,2,6.7,45
47746,0,6.6,8
47747,3,5.3,36
47748,1,6.3,12
47749,4,5.2,46
47750,8,6.1,24
47751,1,5.9,10
47752,1,3.9,8
47753,1,4.2,35
47754,2,4.4,24
47755,1,4.4,19
47756,6,6.7,59
47757,1,6.7,24
47758,3,5.8,49
47759,32,6.6,827
47760,8,7.4,443
47761,4,7.8,55
47762,4,5.8,12
47764,14,7.5,275
47765,3,5.8,27
47766,1,6.9,21
47767,14,5.6,328
47768,1,7.2,244
47769,14,7.6,281
47770,41,8,1442
47771,2,6.2,36
47772,12,6.8,403
47773,13,5.5,215
47774,3,5.6,9
47775,1,5.3,14
47777,0,6.4,88
47778,0,5.5,12
47779,0,6.8,9
47780,11,6.7,192
47781,0,6.9,17
47782,6,5.3,33
47783,0,0,0
47784,1,4.2,22
47785,0,5,4
47786,27,7.2,664
47787,8,6.3,152
47788,2,4.9,19
47789,2,7,28
47790,18,6.1,236
47791,6,6.4,89
47792,26,6.3,519
47793,2,5.5,39
47794,3,6,59
47795,14,7.3,221
47796,3,5.9,7
47797,3,7.2,79
47798,6,7.2,133
47799,8,7.1,61
47800,2,6,24
47801,0,6.3,3
47802,0,4.3,4
47804,3,4.6,55
47805,1,7.6,20
47806,20,7.5,372
47809,3,6.5,2
47810,5,4.4,111
47811,9,6.7,129
47812,17,6.6,363
47813,12,7.9,241
47814,13,6.8,279
47815,13,6.9,226
47816,3,5.9,48
47817,6,4.5,99
47818,11,7.3,160
47819,5,6.5,64
47820,10,7.1,166
47821,58,6.8,1737
47822,11,6.7,144
47823,8,7.4,153
47824,2,6.5,39
47825,3,6.5,43
47826,15,5.5,342
47827,5,6.1,111
47828,9,6.8,151
47829,4,6.5,48
47830,0,3,1
47831,11,6.2,251
47832,1,5.7,12
47833,0,4.5,3
47834,12,5.7,159
47835,28,8.1,856
47836,0,6.4,9
47837,7,5.9,107
47838,2,3.5,1
47839,0,6.6,8
47840,0,6,2
47841,0,6,2
47842,4,6.6,183
47843,1,6.8,16
47845,14,5.1,242
47846,10,6.5,358
47847,1,6.9,24
47848,0,6.8,6
47849,0,6,1
47850,9,6.4,13
47851,1,2.6,9
47852,0,7.4,7
47853,1,4.2,13
47854,2,3.3,52
47855,0,7.5,6
47856,80,6.9,1914
47857,0,6.8,10
47858,3,5.4,12
47859,1,5.9,18
47860,1,5.3,6
47861,8,5.2,97
47862,2,6.2,32
47863,0,0,0
47864,9,6.1,203
47865,16,7.5,1648
47866,0,0,0
47867,10,7.7,207
47868,3,6.7,51
47870,0,6.5,6
47871,0,6.1,30
47872,0,0,0
47873,0,2.8,10
47874,1,5.9,18
47875,0,2.3,4
47877,5,5,66
47878,18,7.7,336
47879,16,6,315
47880,6,7.4,112
47881,4,5.3,62
47882,0,5.9,10
47883,0,5.8,2
47884,9,6.7,79
47885,7,6.8,72
47886,4,4.1,13
47887,10,6.7,185
47888,63,7.2,2184
47889,16,6.6,362
47890,0,0,0
47892,8,6.8,57
47893,7,6.8,88
47894,6,6.9,149
47895,4,6.5,101
47896,3,6.3,24
47897,66,8,3697
47898,1,6.4,8
47899,88,8.1,2311
47900,9,7.8,165
47901,1,5.8,25
47903,0,6.8,6
47904,0,0,0
47905,20,4.1,140
47906,0,0,0
47907,1,6,11
47908,8,3.9,44
47909,2,6.8,18
47910,1,4.4,12
47912,8,6.1,20
47913,1,6.7,13
47914,1,4.2,26
47915,0,2,1
47916,10,6.2,237
47917,12,7.2,151
47918,1,6.8,15
47920,0,6.9,8
47921,0,6,9
47922,7,5.7,77
47923,40,7.3,1055
47924,0,3.1,6
47925,0,4.4,11
47926,43,7.9,1422
47927,4,6.1,90
47928,3,7,27
47929,11,6.3,177
47930,72,7.5,1791
47931,0,4.1,7
47932,2,6.1,39
47933,41,5.5,1047
47934,58,8,2535
47935,6,6.4,161
47936,48,6.9,940
47937,20,4.9,483
47938,22,6.9,449
47939,6,5.7,72
47940,6,5.6,126
47941,3,5.9,43
47942,26,6.9,890
47943,9,6.9,144
47944,13,4.6,262
47945,4,6.6,53
47946,1,5.5,21
47947,14,6.7,251
47948,3,6.2,33
47949,2,7.2,44
47950,17,5,349
47951,0,7.5,12
47952,9,6.6,179
47953,15,7.4,217
47954,1,6.8,35
47955,1,6,20
47956,15,6.7,292
47957,17,6.7,277
47958,10,6.7,187
47959,4,6.7,99
47960,5,7.4,85
47961,4,5.4,24
47962,0,6.6,7
47963,5,7.2,59
47964,3,6.3,25
47965,9,6.7,191
47966,0,6.7,7
47967,0,7.3,4
47968,0,6.1,7
47969,5,6.2,115
47970,3,5.9,30
47972,0,6.7,13
47973,16,6.4,348
47974,0,6.8,27
47975,8,6.7,160
47976,37,7.5,1063
47977,5,5.6,17
47978,8,7.5,210
47979,0,6.6,53
47980,0,4.7,3
47981,0,2.8,3
47982,0,4,1
47983,1,7.2,29
47984,1,6.4,55
47985,0,4.7,5
47986,0,3.4,6
47987,8,6,197
47988,6,6.2,135
47989,1,6.3,16
47990,0,5.2,7
47991,0,6,3
47992,9,5.5,11
47993,0,4.4,5
47994,2,6.2,20
47995,1,5.4,25
47996,1,6.6,32
47997,0,0,1
47999,0,3.3,9
48000,0,8,1
48001,3,6.2,32
48003,7,6.4,55
48004,3,4.9,23
48005,1,5.4,8
48006,0,3.5,4
48007,0,6.1,6
48008,0,5.5,3
48009,2,6.1,47
48010,0,4.5,2
48011,1,4.7,31
48012,0,4.8,11
48013,1,7.6,26
48014,0,5.7,3
48015,0,5,4
48016,0,3.2,3
48017,7,4.9,78
48018,6,5.7,117
48019,1,5.3,3
48020,0,6.6,8
48021,1,4,42
48022,3,3.5,34
48023,0,4.1,7
48024,0,6.6,28
48025,7,5.7,92
48026,8,5.5,155
48027,0,5,1
48028,0,7.4,8
48029,16,8,357
48030,5,5.3,66
48032,0,5,2
48033,25,6.8,701
48034,4,6.1,73
48035,2,7.4,23
48036,20,7.3,390
48037,10,5.8,160
48038,47,6.8,1405
48039,0,6.5,15
48040,5,6.7,56
48041,0,0,0
48042,0,5,1
48043,14,5.8,110
48044,9,6.4,163
48045,0,5.2,9
48046,3,6.5,34
48047,5,5,62
48048,0,2,1
48050,0,7,1
48051,5,6.9,103
48052,0,5.6,10
48053,3,7.8,13
48054,1,7.6,45
48056,0,7.8,3
48057,2,6.1,7
48058,5,7.3,23
48059,0,0,0
48060,1,3.7,25
48062,6,6.6,98
48063,0,5.9,8
48064,19,6.9,324
48065,1,8,6
48066,1,6.5,35
48067,25,6.8,556
48068,5,7.7,43
48069,12,6,210
48070,14,5.4,219
48071,8,7.6,127
48072,0,5.6,5
48073,3,4.5,52
48074,12,5.7,209
48075,1,3.8,4
48076,18,7.6,334
48077,9,7.7,87
48078,1,5.9,13
48079,7,6.7,31
48080,2,6.5,31
48081,0,5.5,7
48082,12,6.5,240
48083,0,0,0
48084,0,0,0
48085,1,5.2,16
48086,1,4.8,87
48087,0,6.2,5
48088,0,0,0
48089,4,5.6,63
48090,0,4.8,5
48091,2,5.3,26
48092,3,7.4,59
48093,41,6.3,1055
48094,3,7.1,66
48095,10,6.4,66
48096,0,5.5,2
48097,0,0,0
48098,0,6,2
48099,0,3,1
48100,0,5,1
48102,2,6,63
48103,1,4.8,4
48104,10,7.3,168
48105,0,0,0
48106,0,4.6,4
48107,0,6,1
48108,6,7,100
48109,0,4.2,3
48110,2,6.1,35
48111,15,5.4,315
48112,1,5.8,22
48113,2,5.7,30
48114,0,7.2,8
48115,11,7.4,210
48116,0,6.2,21
48117,0,7.3,10
48118,2,7.8,17
48119,0,7.5,4
48120,1,6.3,32
48121,0,7,2
48122,1,5.6,6
48123,0,4.8,4
48124,0,7,11
48125,8,6.9,106
48126,0,4.8,4
48127,0,4,3
48128,0,5.3,4
48129,3,6.4,26
48130,17,6,356
48131,0,7.1,17
48133,0,6.9,7
48134,1,4.7,13
48135,0,4.9,8
48136,9,5.7,251
48137,1,4.2,11
48138,1,6.2,9
48139,26,6.2,587
48140,0,4,1
48141,0,5,1
48142,2,4.5,34
48144,0,7,8
48145,0,5,2
48146,10,5.9,208
48147,0,0,0
48148,14,7.3,371
48149,1,3.5,14
48151,0,3.4,4
48152,3,6.5,49
48153,0,0,0
48154,0,5.2,3
48155,0,6,2
48156,0,0,0
48157,0,5.5,1
48158,0,5,1
48160,6,6.3,113
48161,0,4.3,4
48162,7,7.2,53
48164,4,6.2,38
48165,3,5.9,41
48166,0,0,0
48167,1,6.1,37
48169,1,7,38
48171,0,4.2,5
48172,23,6.7,554
48173,25,6.9,462
48174,47,5.9,1316
48175,3,7.2,52
48176,64,7.8,1708
48178,0,1,1
48179,1,7.5,22
48181,0,5,2
48183,38,5.8,923
48184,1,5.5,22
48185,3,6.6,51
48187,0,5.6,4
48188,11,7.8,115
48189,3,7.4,60
48190,2,6.3,22
48191,0,5,19
48192,35,7.3,894
48193,19,6,316
48194,0,5.1,8
48195,1,6.9,23
48196,5,4.9,49
48197,0,6.8,6
48198,0,4.7,3
48199,59,8.2,2078
48200,1,7.6,9
48201,11,7.7,275
48203,1,8,26
48204,1,6.2,11
48205,11,6.4,138
48206,1,6.1,16
48207,4,6.4,64
48208,0,0,0
48209,1,6.3,36
48210,0,6.4,64
48211,0,4.8,4
48212,7,7.6,127
48213,0,7.3,2
48214,0,5.5,3
48215,0,7,2
48216,0,3,1
48217,0,5.3,4
48218,1,2.8,6
48219,0,7,1
48220,6,5.9,124
48221,1,6.8,3
48222,0,0,0
48223,0,0,0
48224,0,6.2,11
48225,1,5,22
48226,2,5.7,45
48227,8,6.3,221
48228,20,6.7,433
48229,1,6.3,23
48231,3,6.5,27
48232,1,5.7,13
48233,0,5.7,16
48234,0,5,4
48236,44,6.9,1069
48237,0,5.8,9
48238,0,7.5,12
48239,5,4.9,11
48240,21,6.4,381
48242,0,5.5,2
48243,0,7,3
48244,6,4.1,75
48245,0,5.9,6
48246,5,6.9,57
48247,20,6.6,523
48248,0,4.8,3
48249,0,5.5,4
48250,0,0,0
48251,5,6.4,101
48252,0,5.7,7
48253,1,5,12
48255,1,4.2,14
48256,0,5.5,2
48257,0,0,0
48258,0,7,21
48260,0,7.7,3
48261,18,6.9,733
48262,0,0,0
48263,0,6.9,6
48264,0,5.2,10
48265,1,4.3,5
48266,2,6.7,41
48267,33,6.6,1213
48268,13,6.8,253
48269,38,7.6,883
48270,0,5.1,27
48272,0,6.5,10
48273,2,6.6,7
48274,5,6.3,31
48275,0,8,2
48276,0,8,1
48277,1,4.9,14
48278,0,5.5,2
48279,4,4.6,24
48280,3,5.8,23
48281,0,0,0
48283,3,7.8,65
48284,1,6.1,34
48285,31,7.7,687
48286,0,6.8,4
48287,4,4.6,9
48288,0,6,4
48289,0,0,0
48290,1,6.5,4
48291,0,0,0
48293,1,7.4,163
48294,6,6.1,25
48295,0,0,0
48296,0,0,0
48297,25,6.8,527
48298,0,4.6,18
48299,0,5,1
48300,8,5.5,19
48301,19,7.3,453
48302,0,4.9,4
48303,0,5.5,2
48304,2,5.8,49
48305,0,0,0
48306,8,7.5,153
48308,2,7.2,11
48309,0,6.8,6
48310,3,7.4,90
48311,0,0,0
48312,6,6.3,108
48314,12,6.5,137
48315,2,5.9,24
48316,1,7.1,20
48317,9,6.5,178
48318,0,0,0
48319,4,6.6,64
48320,18,4.9,361
48321,20,7.5,485
48322,2,5.7,19
48323,5,7.1,51
48324,0,4.9,8
48325,1,6.5,30
48326,0,0,0
48327,10,6.3,155
48328,7,7.4,203
48329,8,5.2,40
48330,0,7,2
48331,0,5,1
48332,0,7.3,6
48333,0,5.5,2
48334,0,6.4,4
48335,27,7.1,586
48336,0,6,1
48337,0,3.7,3
48338,0,3.3,3
48339,10,6.6,506
48340,0,4.5,11
48341,7,5.2,58
48342,2,4.4,32
48343,0,6.4,4
48344,0,6.7,10
48345,6,5.8,121
48346,1,6.3,23
48347,0,6,42
48348,0,6,2
48349,2,5.6,59
48350,0,5.1,6
48351,0,5,1
48352,0,8.3,3
48353,1,6.9,41
48354,0,5,1
48355,27,5.8,631
48356,0,5.7,3
48357,0,6.6,4
48358,0,6.8,2
48359,2,6.4,36
48360,0,7,1
48361,0,2,1
48362,0,3.2,8
48363,3,7.9,64
48364,0,3.5,2
48365,0,6.4,15
48366,0,0,0
48367,0,6.1,8
48368,0,0,0
48369,1,6.3,26
48370,19,7.4,755
48371,0,6,9
48372,0,6.3,8
48373,2,6.8,44
48374,0,5.5,2
48375,7,6,131
48376,3,6.4,77
48377,0,0,0
48378,0,6,1
48379,1,6.8,19
48380,3,4.7,79
48381,1,6.2,15
48382,0,0,0
48383,0,5.6,12
48384,3,4.2,13
48385,4,6.2,110
48386,1,6.7,17
48388,0,2,1
48390,0,6,2
48391,0,0,0
48392,0,6,1
48393,23,6.9,658
48394,0,7.5,2
48395,14,6.6,238
48396,0,5.9,5
48397,1,7,6
48398,0,5.7,7
48399,1,6.3,16
